"V1";"V2";"V3"
-2.24560789900604;-2.64671914796816;-0.0728698392261597
-0.846000712209528;-1.98146553877344;0.215887953002184
-0.346840000463064;-4.83126882121283;-0.0842218651668254
-4.12199539316586;-2.3934048053645;0.247402403336112
-1.04784816662627;-1.27699183277059;0.0626379142156717
-0.576636793451034;-3.02145877421559;-2.23863238674038
-1.35772720504133;-0.426190310611295;-0.230156377403518
-3.01323618613207;-0.437963544323774;-0.192555210351774
-1.23194161743201;-1.11979755414531;-0.196989239158531
-1.40085919607474;-0.638687861020859;-0.200445447374765
-0.691924307291691;-4.8943399359212;0.0617045208265752
-2.33771356418211;-1.47489211562124;0.337488586403226
-0.954649930875886;-9.49477473349078;-0.0201170065819003
-1.5478320803557;-1.53434177320319;0.365825271122001
-0.768336378100107;-4.40942092186428;-0.137185138738863
-1.45709690362897;-0.797154169556815;-0.068709773043556
-3.31225020016985;-2.43386195810879;0.413339977053486
-0.38528456152343;-4.11938728034501;-0.104090709757742
-0.601325115677742;-1.26733313874632;0.100921406136454
-0.577818888452823;-0.74990564160866;-0.397277080911419
-1.7279996050956;-14.5973504419583;-0.637824146183477
-1.01089487967031;-2.15824407467422;-0.69284022209311
-0.0823160325793133;-2.74916595425693;-0.210773350300917
-0.394585486429587;-0.815873013945596;0.296125575824792
-0.87340737812757;-0.273419303819145;-0.00881464342834937
-0.162005762059719;-1.45499084660755;-0.259788724656872
-1.21666583382461;-2.29743725703355;0.0629834845459631
-1.30114541200823;-2.07151454670026;-0.781329135990745
-0.257493771415012;-0.897777426025826;0.363340669136172
-0.832685653704657;-0.85830722451995;-0.55539031393659
-0.829267467638648;-0.707272433499012;0.0910528094239658
-0.706757819126324;-1.77912952272861;-0.185913780736706
-0.53267715606668;-3.26572258915954;-0.522761510080816
-0.433702920630151;-14.1035125328988;0.0751877334346203
-0.919376093891115;-3.17347941507646;0.157011095954945
-0.971360404937233;-2.5983689285776;-0.0736885598041304
-0.732896252921117;-3.900621527974;0.136122308256459
-0.556032997638938;-2.63120536465023;-0.0861851490488859
-2.04154840269301;-22.003564453717;-0.610606503377253
-0.562042059910629;-4.41862691896865;-0.125848800109697
-0.564639625215689;-4.75757773120059;-0.413574828178969
-1.07790505281751;-3.38261345898506;-0.13969854886051
-0.674233365556265;-28.5761350197473;-0.193389221356495
-0.387199465632571;-0.818214242205458;-0.375964424289997
-1.21451937209601;-0.513422485775517;0.242702268089228
-0.75503170576795;-21.0648950366826;-0.244810991455582
-2.69394532884413;-9.04612900996553;-0.0267871442601719
-1.54355783456746;-0.558070780213707;0.277887265457988
-1.42262953306563;-3.51193063769371;0.0118369570122361
-1.69571619817972;-4.07782679267749;-0.0888053561403792
-1.13481640473767;-3.50444655813166;0.196791342636571
-6.17531817763328;-5.29887622185478;0.135732496522627
-0.8137225084773;-13.7400534980304;0.0459005031668422
-0.334184397095507;-1.46985673353774;-0.86036636856796
-1.05835675847917;-0.539701157632018;-0.0721192027570836
-1.5877121635399;-0.85747333128546;0.200488316544408
-0.335809762044439;-1.42658463255322;-0.523531217396282
-1.56875869408143;-1.92417865107659;-0.00280958209334581
-2.7407230972749;-2.81971276511851;-0.16069610746405
-4.64513603408567;-3.32210408732965;-0.565577532816734
-3.12187524778395;-6.18839836862603;0.222110932849109
-0.733612834001412;-7.3787904553185;0.171336931315369
-0.484724099733469;-1.13652728037222;-4.12109106404973
-1.22201543362687;-2.25577346880538;0.126814047015461
-0.762252980837332;-1.42181992369572;-0.20979822017233
-13.1409566165133;-2.43267931916605;-1.28813250964286
-1.00561620464528;-1.35615511675692;-0.615445125589407
-3.06042644021938;-0.739717229220357;0.00633798860933243
-0.742475229572807;-0.332117918833838;-0.223120627707721
-2.57392512229812;-1.54759999938284;0.00165988067716771
-0.413388195844515;-3.80094412500352;0.214122693843348
-4.37548908855673;-0.987632150238587;-0.00972085708557491
-1.31417587977641;-1.53146661521567;-0.193312859921084
-0.315102552441731;-2.34916096590832;-1.56386840600435
-3.85555921671424;-5.72716225380554;0.295385385890949
-0.689107908190659;-2.26827646763446;-1.0549759175789
-1.20147200354349;-2.42271332559513;-1.72933191406654
-2.09398407511173;-1.73911184786675;-1.4595773025468
-0.653963779152378;-2.54257969107659;0.0289220551445004
-1.59891675656925;-3.1525943678711;0.314384564385178
-1.08096481896206;-1.26130981294042;-0.922124572747864
-1.58607724948808;-3.98861220442368;-0.769985608597311
-1.12710745038767;-10.5152998009682;-0.627499675308015
-3.1828758496718;-8.73356211560444;0.371533136054348
-0.788103824700012;-1.49608857608111;-0.204779165282408
-3.45209380332832;-17.0230961991187;0.1784776726343
-0.753435028742687;-0.670738484611315;0.00239640638676075
-1.33522899950705;-4.65320229290421;-0.675171740213733
-0.697541137461974;-1.83914985405108;-0.11947036577125
-2.70115829348515;-1.77904836162375;-0.306097141195993
-0.367609586924265;-1.88318275746954;-0.402925936794809
-1.15854966081699;-1.38479295873081;0.291310776642199
-0.46688759902165;-2.15745724549977;-1.56009961388149
-0.450270709548373;-23.319530177383;-0.0748083616603572
-1.00949976912322;-0.676755138781177;0.325650140355959
-0.853546600585218;-0.391390612957757;0.0872076780747268
-4.53667857695234;-4.19767927039614;0.172540824446944
-1.99333834525069;-1.63594884074807;0.252436153642085
-14.4552420991617;-1.64673863616946;0.0865131200797136
-0.909054761510145;-4.97453256563528;0.127536906287723
-2.70313025254269;-3.88376382634225;0.155704495292617
-0.880112348965784;-1.44898371395595;0.0473348685351627
-0.934785802883067;-0.499164334633227;-0.0412794815607811
-1.09406767784642;-11.3446385397476;0.508391463264993
-1.24428943289857;-6.14191609792692;-0.179695991712406
-1.59480153126568;-2.02056866137568;-0.0257388265351937
-3.65332291666473;-1.8622125592236;-0.417113990336524
-3.05687394196175;-1.11999690260389;-0.290849121148305
-1.72805747405474;-2.99047901812046;-0.777383197956223
-3.2301056530281;-11.8227208068507;0.212070542900466
-2.4729519577503;-1.88150496964231;-0.922899559513391
-0.482877249380142;-1.86117046665627;-0.371507218443269
-0.900568888727874;-1.64033650885102;-0.302801590032518
-1.55681996572992;-0.605528847050928;0.327351523078499
-0.830688993292558;-1.37205382279257;-0.818763782242412
-1.04520923318747;-1.48870952002078;-0.133930699408687
-1.58615609964845;-1.72076532525996;0.211055796195135
-0.94762551427695;-1.35970015902013;0.00795904240338841
-1.31155576033228;-0.52160877122941;-0.174239975302675
-1.55614617663465;-2.6539414997314;0.339100167871307
-0.997165734043233;-1.55514295871405;-0.660293323948315
-2.94303227450211;-0.964994245379777;0.150691248612358
-0.804182772734316;-3.19702086653647;-0.286994820048714
-2.12426253253902;-16.4847952236965;-0.201730326882373
-0.554203089486828;-1.03599162676187;0.260661273848911
-1.44331845195469;-2.29524705936757;-0.126370752784393
-0.465843323481966;-1.80786678802573;-1.37568160432436
-0.933949865531546;-1.20250358933467;-2.18130955832781
-0.90484725038639;-8.97750293819281;-0.179749779941255
-1.22599507301007;-37.293012390927;0.354238701775013
-2.09036892746628;-2.16193435111142;-1.19703767692503
-0.712517953064962;-0.245874817047447;-0.768846064927386
-1.32188698509524;-1.43790786858902;-0.1142137253365
-1.07171102553485;-4.01526009551404;0.270814337208515
-0.311071281731287;-2.0093549980397;-0.0108404913146078
-1.28302452034439;-2.98314070482157;0.179408558661406
-0.674380487604912;-0.733303043311054;-0.0470373850120649
-3.64727904033548;-15.4988847098152;0.0528055462738262
-0.64949554717655;-2.44221401911495;-0.269922621226133
-1.18956834636399;-3.48358129771119;-0.391675371995185
-1.21445194752361;-0.980668584200546;0.145860594143058
-1.02248420891237;-3.66131768540877;0.451086174936678
-0.589418012704938;-0.95842770215577;0.299994759444768
-0.256243323083802;-6.77403837318187;0.110157213741197
-2.62228908509263;-2.01657943270264;-0.179074811008485
-2.27198067720688;-3.04195646640198;-0.106715602300429
-5.64927013752755;-2.12271707107092;-0.119169548542679
-0.643510142345308;-3.21542268404676;0.155850727074893
-2.92458313411356;-1.17737474420965;0.198533913641568
-0.38100858501482;-3.90658185048018;-0.627382873131442
-0.608954280419939;-9.32492619057617;-0.216110257570434
-1.28923223669365;-16.0749371450677;0.237961291501303
-1.15618293595066;-1.65852596194873;-0.127454267052947
-3.48953260065483;-0.892122720046142;-0.677227283071708
-8.2173751739169;-11.375997294273;-0.301570998641845
-1.0737127303439;-4.1157960012328;-0.456012656617751
-0.983916182652382;-3.73541135741382;-0.327560990224094
